,id,Type,query,value
0,0,top,berrettini,100
1,0,top,ajla tomljanovic berrettini,100
2,0,top,berrettini tomljanovic,100
3,0,top,matteo berrettini,52
4,0,top,matteo berrettini ajla tomljanovic,51
5,0,top,ajla tomljanovic matteo berrettini,51
6,0,top,kyrgios ajla tomljanovic,50
7,0,top,kyrgios,50
8,0,top,tennis ajla tomljanovic,49
9,0,top,tennis,49
10,0,top,tomljanovic tennis,49
11,0,top,nick kyrgios ajla tomljanovic,36
12,0,top,nick kyrgios,35
13,0,top,ajla tomljanović,24
14,0,top,wimbledon,23
15,0,top,ajla tomljanovic wimbledon,23
16,0,top,ajla tomljanovic instagram,20
17,0,top,us open,20
18,0,top,ajla tomljanovic us open,20
19,0,top,ajla tomljanovic ranking,19
20,0,top,tomljanovic ranking,18
21,0,top,serena williams,18
22,0,top,fidanzata berrettini,16
23,0,top,ajla tomljanovic boyfriend,14
24,0,top,tomljanovic boyfriend,14
25,0,rising,berrettini,1493850
26,0,rising,berrettini tomljanovic,1487200
27,0,rising,matteo berrettini,769950
28,0,rising,matteo berrettini ajla tomljanovic,768950
29,0,rising,ajla tomljanovic matteo berrettini,767250
30,0,rising,fidanzata berrettini,239950
31,0,rising,berrettini girlfriend ajla tomljanovic,192000
32,0,rising,berrettini girlfriend,188550
33,0,rising,emma raducanu,153950
34,0,rising,ajla tomljanovic and berrettini,121850
35,0,rising,ostapenko,105050
36,0,rising,matteo berrettini girlfriend ajla tomljanovic,90050
37,0,rising,us open tennis,87900
38,0,rising,matteo berrettini girlfriend,87000
39,0,rising,matteo berrettini fidanzata,81500
40,0,rising,us open 2022,78350
41,0,rising,ajla tomljanovic and matteo berrettini,70750
42,0,rising,anisimova,70050
43,0,rising,sinner,66150
44,0,rising,matteo berrettini and ajla tomljanovic,66100
45,0,rising,berrettini instagram,61750
46,0,rising,ons jabeur,61450
47,0,rising,ajla tomljanovic net worth,60400
48,0,rising,rybakina,60350
49,0,rising,wimbledon 2022,59450
50,1,top,li ann tennis,100
51,1,top,li tennis,99
52,1,top,ann li vs,43
53,1,top,ann li wta,23
54,1,top,wta,22
55,1,top,ann lee,21
56,1,top,ann arbor,19
57,1,top,thio li ann,18
58,1,top,ann li live,15
59,1,top,ann li us open,15
60,1,top,us open,14
61,1,top,australian open,14
62,1,top,an li,14
63,1,top,ann li ranking,12
64,1,top,anna li,11
65,1,top,ann li prediction,10
66,1,top,anne li,9
67,1,top,ann taylor,9
68,1,top,ann li pbb,9
69,1,top,sabalenka,8
70,1,top,chun li,7
71,1,top,ann li score,7
72,1,top,camila osorio,6
73,1,top,claire liu,6
74,1,top,svitolina,6
75,1,rising,australian open,185950
76,1,rising,sabalenka,102200
77,1,rising,camila osorio,83700
78,1,rising,svitolina,76950
79,1,rising,ons jabeur,60300
80,1,rising,tsitsipas,59250
81,1,rising,coco gauff,57600
82,1,rising,sakkari,57600
83,1,rising,wang xinyu,56950
84,1,rising,mayar sherif,55800
85,1,rising,french open,54350
86,1,rising,ann li flashscore,53100
87,1,rising,jennifer brady,48550
88,1,rising,serena williams,48350
89,1,rising,kontaveit,47700
90,1,rising,anett kontaveit,45800
91,1,rising,miami open,45500
92,1,rising,nao hibino,43750
93,1,rising,wta ranking,43750
94,1,rising,zhang shuai,43050
95,1,rising,elise mertens,42750
96,1,rising,halep,41800
97,1,rising,osorio serrano,41700
98,1,rising,ann li tennis score,39150
99,1,rising,clara tauson,38350
100,2,top,tauson tennis,100
101,2,top,tennis clara tauson,100
102,2,top,tennis,99
103,2,top,clara tauson næste kamp,58
104,2,top,tauson næste kamp,57
105,2,top,wta,55
106,2,top,wta clara tauson,55
107,2,top,holger rune,43
108,2,top,clara tauson live,35
109,2,top,clara tauson ranking,25
110,2,top,clara tauson tv,21
111,2,top,clara tauson australian open,18
112,2,top,australian open,18
113,2,top,hvornår spiller clara tauson,16
114,2,top,clara tauson tv2,16
115,2,top,tv2,16
116,2,top,clara tauson french,15
117,2,top,french open,14
118,2,top,clara tauson french open,14
119,2,top,flashscore,13
120,2,top,clara tauson flashscore,13
121,2,top,atp,13
122,2,top,wta ranking clara tauson,13
123,2,top,clara tauson instagram,12
124,2,top,bt,12
125,2,rising,clara tauson næste kamp,602150
126,2,rising,tauson næste kamp,596700
127,2,rising,clara tauson live,367500
128,2,rising,clara tauson ranking,264900
129,2,rising,clara tauson tv,220050
130,2,rising,hvornår spiller clara tauson,169050
131,2,rising,clara tauson tv2,168150
132,2,rising,clara tauson french,152750
133,2,rising,french open,143550
134,2,rising,flashscore,139000
135,2,rising,clara tauson flashscore,136300
136,2,rising,atp,131300
137,2,rising,clara tauson instagram,128350
138,2,rising,bt,125200
139,2,rising,raducanu,122950
140,2,rising,tennis live,117450
141,2,rising,clara tauson program,115300
142,2,rising,danielle collins,114650
143,2,rising,us open,109500
144,2,rising,wta tennis,107650
145,2,rising,emma raducanu,106600
146,2,rising,wimbledon,105700
147,2,rising,clara tauson wimbledon,103500
148,2,rising,nyheder,96350
149,2,rising,roland garros,80100
150,3,top,tennis emma raducanu,100
151,3,top,emma tennis,100
152,3,top,tennis,96
153,3,top,raducanu tennis,96
154,3,top,emma raducanu us open,66
155,3,top,us open,60
156,3,top,fernandez,44
157,3,top,emma raducanu parents,38
158,3,top,emma raducanu wimbledon,35
159,3,top,wimbledon,33
160,3,top,leylah fernandez,32
161,3,top,emma raducanu news,24
162,3,top,tennis us open,14
163,3,top,us open tennis emma raducanu,14
164,3,top,emma raducanu us open 2021,13
165,3,top,us open 2021,13
166,3,top,emma raducanu ranking,12
167,3,top,murray,12
168,3,top,emma raducanu wta,11
169,3,top,wta,10
170,3,top,andy murray,10
171,3,top,emma raducanu live,10
172,3,top,emma raducanu today,10
173,3,top,emma raducanu match,9
174,3,top,djokovic,9
175,3,rising,emma raducanu us open,622050
176,3,rising,us open,566200
177,3,rising,fernandez,412100
178,3,rising,emma raducanu parents,356200
179,3,rising,leylah fernandez,302050
180,3,rising,emma raducanu news,222000
181,3,rising,tennis us open,133450
182,3,rising,us open tennis emma raducanu,132750
183,3,rising,emma raducanu us open 2021,121800
184,3,rising,emma raducanu ranking,115000
185,3,rising,murray,113800
186,3,rising,emma raducanu wta,98450
187,3,rising,emma raducanu live,93800
188,3,rising,emma raducanu today,93200
189,3,rising,emma raducanu match,88450
190,3,rising,djokovic,80250
191,3,rising,leylah annie fernandez,78800
192,3,rising,serena williams emma raducanu,75350
193,3,rising,serena williams,75000
194,3,rising,emma raducanu australian open,68950
195,3,rising,australian open,68900
196,3,rising,tennis player emma raducanu,64700
197,3,rising,fernandez tennis,63750
198,3,rising,emma raducanu results,62400
199,3,rising,emma raducanu net worth,60850
200,4,top,tennis,100
201,4,top,tennis naomi osaka,99
202,4,top,osaka tennis,99
203,4,top,serena,97
204,4,top,serena williams,87
205,4,top,serena williams naomi osaka,86
206,4,top,us open,63
207,4,top,us open naomi osaka,63
208,4,top,naomi osaka parents,52
209,4,top,naomi osaka australian open,33
210,4,top,cordae,32
211,4,top,australian open,32
212,4,top,cordae naomi osaka,32
213,4,top,naomi osaka net worth,29
214,4,top,naomi osaka boyfriend,26
215,4,top,gauff,26
216,4,top,wta,22
217,4,top,coco gauff,21
218,4,top,naomi osaka wta,21
219,4,top,nadal,19
220,4,top,naomi osaka news,18
221,4,top,djokovic,18
222,4,top,naomi osaka age,17
223,4,top,naomi osaka ranking,15
224,4,top,naomi osaka instagram,15
225,4,rising,cordae,203700
226,4,rising,cordae naomi osaka,202850
227,4,rising,gauff,163200
228,4,rising,naomi osaka olympics,90750
229,4,rising,olympics,89600
230,4,rising,ybn cordae,59750
231,4,rising,ybn cordae naomi osaka,59600
232,4,rising,us open 2018,55450
233,4,rising,kvitova,48800
234,4,rising,who is naomi osaka,48250
235,4,rising,naomi osaka us open 2020,39450
236,4,rising,us open 2020,39400
237,4,rising,ashleigh barty,36900
238,4,rising,raducanu,36400
239,4,rising,andreescu,34650
240,4,rising,swiatek,34500
241,4,rising,us open 2019,32050
242,4,rising,how old is naomi osaka,31450
243,4,rising,cordae and naomi osaka,30900
244,4,rising,emma raducanu,30500
245,4,rising,petra kvitova,29650
246,4,rising,simone biles,29300
247,4,rising,bianca andreescu,27050
248,4,rising,iga swiatek,26450
249,4,rising,medvedev,26450
250,5,top,riske tennis,100
251,5,top,tennis alison riske,100
252,5,top,tennis,99
253,5,top,alison riske wimbledon,74
254,5,top,wimbledon,72
255,5,top,barty,35
256,5,top,wta,33
257,5,top,wta alison riske,33
258,5,top,amritraj,32
259,5,top,riske amritraj,31
260,5,top,alison riske amritraj,30
261,5,top,wimbledon 2019,28
262,5,top,serena williams,28
263,5,top,alison riske ranking,27
264,5,top,alison riske husband,23
265,5,top,alison riske live,22
266,5,top,halep,21
267,5,top,stephen amritraj,18
268,5,top,us open,17
269,5,top,ashleigh barty,16
270,5,top,simona halep alison riske,15
271,5,top,simona halep,14
272,5,top,alison riske fiance,14
273,5,top,alison riske wedding,14
274,5,top,gauff,13
275,5,rising,barty,378150
276,5,rising,wimbledon 2019,310800
277,5,rising,gauff,144950
278,5,rising,ash barty,132450
279,5,rising,naomi osaka,89500
280,5,rising,coco gauff,87400
281,5,rising,danielle collins,81700
282,5,rising,ons jabeur,65800
283,5,rising,andreescu,63200
284,5,rising,iga swiatek,61200
285,5,rising,kudermetova,58550
286,5,rising,alison riske age,57100
287,5,rising,sakkari,56750
288,5,rising,sofia kenin,56500
289,5,rising,haddad maia,52250
290,5,rising,aryna sabalenka,49800
291,5,rising,elise mertens,47350
292,5,rising,bianca andreescu,46050
293,5,rising,muchova,45850
294,5,rising,cori gauff,44900
295,5,rising,australian open 2020,43900
296,5,rising,barbora strýcová,40850
297,5,rising,beatriz haddad maia,40800
298,5,rising,sorana cîrstea,40450
299,5,rising,wimbledon scores,39700
300,6,top,tennis alison van uytvanck,100
301,6,top,tennis,99
302,6,top,minnen,74
303,6,top,greet minnen alison van uytvanck,70
304,6,top,greet minnen,69
305,6,top,alison van uytvanck wimbledon,58
306,6,top,wimbledon,57
307,6,top,wta,46
308,6,top,alison van uytvanck wta,44
309,6,top,mertens elise,28
310,6,top,alison van uytvanck ranking,27
311,6,top,raducanu,25
312,6,top,us open,25
313,6,top,muguruza,22
314,6,top,emma raducanu,20
315,6,top,caroline garcia,16
316,6,top,venus williams,16
317,6,top,roland garros,15
318,6,top,flipkens,14
319,6,top,kenin,14
320,6,top,barty,13
321,6,top,sabalenka,12
322,6,top,serena williams,12
323,6,top,goffin,12
324,6,top,sofia kenin,11
325,6,rising,greet minnen alison van uytvanck,795700
326,6,rising,greet minnen,789900
327,6,rising,raducanu,287000
328,6,rising,us open,284850
329,6,rising,emma raducanu,225900
330,6,rising,caroline garcia,184300
331,6,rising,kenin,156100
332,6,rising,barty,148800
333,6,rising,sabalenka,142900
334,6,rising,sofia kenin,128350
335,6,rising,wimbledon 2018,125900
336,6,rising,anisimova,122650
337,6,rising,amanda anisimova,92300
338,6,rising,aryna sabalenka,91850
339,6,rising,harmony tan,85050
340,6,rising,vriendin alison van uytvanck,80450
341,6,rising,zverev,77650
342,6,rising,wimbledon 2022,77350
343,6,rising,us open tennis,76500
344,6,rising,alison van uytvanck partner,72700
345,6,rising,sara sorribes,72400
346,6,rising,ashleigh barty,70300
347,6,rising,cirstea,69600
348,6,rising,sara sorribes tormo,65950
349,6,rising,wimbledon 2019,65050
350,7,top,tennis alize cornet,100
351,7,top,cornet tennis,99
352,7,top,tennis,99
353,7,top,alize cornet vs,54
354,7,top,us open,39
355,7,top,us open alize cornet,38
356,7,top,alize cornet shirt,38
357,7,top,cornet alize wta,34
358,7,top,wta,34
359,7,top,alizé cornet,34
360,7,top,alize cornet ranking,27
361,7,top,alize cornet wimbledon,25
362,7,top,wimbledon,24
363,7,top,garcia,23
364,7,top,halep,23
365,7,top,halep alize cornet,22
366,7,top,alize cornet live,22
367,7,top,serena williams,21
368,7,top,alize cornet instagram,20
369,7,top,australian open,19
370,7,top,swiatek,19
371,7,top,garcia caroline,19
372,7,top,alize cornet twitter,18
373,7,top,simona halep,14
374,7,top,nadal,14
375,7,rising,alize cornet shirt,317300
376,7,rising,swiatek,158650
377,7,rising,danielle collins,103500
378,7,rising,iga swiatek,101750
379,7,rising,alize cornet change shirt,74750
380,7,rising,wimbledon 2022,74150
381,7,rising,raducanu,70300
382,7,rising,kenin,52950
383,7,rising,iga świątek alize cornet,50600
384,7,rising,iga świątek,50400
385,7,rising,barty,48100
386,7,rising,ajla tomljanovic,41800
387,7,rising,australian open 2022,38200
388,7,rising,sabalenka,38200
389,7,rising,elise mertens,36450
390,7,rising,anisimova,36000
391,7,rising,paula badosa,35300
392,7,rising,sinner,34400
393,7,rising,michael kuzaj,31800
394,7,rising,medvedev,31350
395,7,rising,zidansek,28750
396,7,rising,kontaveit,25500
397,7,rising,fiona ferro,25500
398,7,rising,rybakina,24100
399,7,rising,serena williams catsuit,23050
400,8,top,barbora,100
401,8,top,tennis anastasia pavlyuchenkova,86
402,8,top,pavlyuchenkova tennis,86
403,8,top,anastasia tennis,85
404,8,top,tennis,84
405,8,top,french open,78
406,8,top,barbora krejčíková,77
407,8,top,roland garros,70
408,8,top,australian open,51
409,8,top,anastasia pavlyuchenkova wta,30
410,8,top,wta,30
411,8,top,tamara zidanšek,29
412,8,top,rybakina,28
413,8,top,french open 2021,27
414,8,top,elena rybakina,25
415,8,top,anastasia pavlyuchenkova ranking,25
416,8,top,krejcikova,24
417,8,top,roland garros 2021,24
418,8,top,sakkari,23
419,8,top,maria sakkari,20
420,8,top,danielle collins,17
421,8,top,muguruza,17
422,8,top,azarenka,16
423,8,top,barbora krejcikova,15
424,8,top,sabalenka,15
425,8,rising,barbora krejčíková,960900
426,8,rising,rybakina,355150
427,8,rising,french open 2021,337400
428,8,rising,elena rybakina,312750
429,8,rising,krejcikova,297950
430,8,rising,roland garros 2021,296900
431,8,rising,maria sakkari,250950
432,8,rising,danielle collins,214800
433,8,rising,sabalenka,184600
434,8,rising,aryna sabalenka,153350
435,8,rising,paula badosa,106300
436,8,rising,stefanos tsitsipas,105450
437,8,rising,zidansek,99800
438,8,rising,karolína plíšková,98350
439,8,rising,anett kontaveit,93000
440,8,rising,barbora krejcikova tennis,91500
441,8,rising,ons jabeur,80500
442,8,rising,tennis roland garros,79300
443,8,rising,iga świątek,77150
444,8,rising,medvedev,70600
445,8,rising,sofia kenin,69600
446,8,rising,australian open 2020,65700
447,8,rising,tamara zidansek,64600
448,8,rising,finale roland garros 2021,57000
449,8,rising,veronika kudermetova,56850
450,9,top,andrea petkovic tennis,100
451,9,top,tennis,99
452,9,top,petkovic tennis,99
453,9,top,andrea petkovic instagram,60
454,9,top,petkovic andrea freund,47
455,9,top,kerber,43
456,9,top,wta,40
457,9,top,andrea petkovic wta,39
458,9,top,angelique kerber,31
459,9,top,andrea petkovic zdf,28
460,9,top,görges,24
461,9,top,andrea petkovic live,23
462,9,top,us open,22
463,9,top,andrea petkovic ranking,22
464,9,top,julia görges,21
465,9,top,zverev,18
466,9,top,twitter andrea petkovic,17
467,9,top,jesse kotansky,17
468,9,top,andrea petkovic weltrangliste,15
469,9,top,andrea petkovic buch,15
470,9,top,french open,14
471,9,top,ana petkovic,14
472,9,top,roland garros,13
473,9,top,wimbledon,13
474,9,top,halep,13
475,9,rising,jesse kotansky,104450
476,9,rising,andrea petkovic sportreportage,51200
477,9,rising,naomi osaka,44200
478,9,rising,zdf sportreportage,39400
479,9,rising,andrea petkovic freund jesse kotansky,38800
480,9,rising,sakkari,27450
481,9,rising,andrea petkovic neuer freund,26400
482,9,rising,us open 2019,24500
483,9,rising,jule niemeier,23700
484,9,rising,maria sakkari,22850
485,9,rising,elise mertens,21950
486,9,rising,andrea petkovic verheiratet,21800
487,9,rising,danielle collins,19900
488,9,rising,tsitsipas,19450
489,9,rising,sofia kenin,18050
490,9,rising,anisimova,17750
491,9,rising,medvedev,16000
492,9,rising,cori gauff,15350
493,9,rising,jil teichmann,14900
494,9,rising,emma raducanu,14450
495,9,rising,wta linz,14400
496,9,rising,petra martic,13000
497,9,rising,anett kontaveit,12550
498,9,rising,linz open,12500
499,9,rising,karolína plíšková,12300
500,10,top,anett kontaveit tennis,100
501,10,top,tennis,99
502,10,top,kontaveit tennis,99
503,10,top,anett kontaveit wta,67
504,10,top,wta,67
505,10,top,serena,56
506,10,top,us open,56
507,10,top,serena williams,52
508,10,top,anett kontaveit ranking,32
509,10,top,australian open,29
510,10,top,halep,27
511,10,top,sakkari,27
512,10,top,anett kontaveit live,25
513,10,top,swiatek,24
514,10,top,kanepi,23
515,10,top,jabeur,23
516,10,top,muguruza,22
517,10,top,anett kontaveit instagram,22
518,10,top,iga świątek,21
519,10,top,simona halep,21
520,10,top,ons jabeur,21
521,10,top,kaia kanepi,21
522,10,top,iga świątek anett kontaveit,21
523,10,top,maria sakkari,20
524,10,top,iga swiatek,19
525,10,rising,jabeur,199800
526,10,rising,iga świątek anett kontaveit,182450
527,10,rising,sabalenka,161200
528,10,rising,badosa,133850
529,10,rising,naomi osaka,122550
530,10,rising,aryna sabalenka,120800
531,10,rising,paula badosa,116650
532,10,rising,us open 2022,106300
533,10,rising,andreescu,100900
534,10,rising,barty,99900
535,10,rising,garbiñe muguruza,98900
536,10,rising,elise mertens,98750
537,10,rising,indian wells,90600
538,10,rising,bianca andreescu,77350
539,10,rising,wta finals,72400
540,10,rising,ashleigh barty,68850
541,10,rising,emma raducanu,62750
542,10,rising,australian open 2020,55800
543,10,rising,us open tennis 2022,54300
544,10,rising,tsitsipas,53600
545,10,rising,jelena ostapenko,51300
546,10,rising,barbora krejčíková,50700
547,10,rising,anett kontaveit husband,50550
548,10,rising,rafael nadal,49100
549,10,rising,sofia kenin,47650
550,11,top,kerber wimbledon,100
551,11,top,angelique kerber serena williams,52
552,11,top,instagram angelique kerber,40
553,11,top,angelique kerber australian open,34
554,11,top,angelique kerber live,31
555,11,top,angelique kerber us open,28
556,11,top,angelique kerber wimbledon 2018,28
557,11,top,kerber angelique freund,24
558,11,top,sharapova,19
559,11,top,barty,18
560,11,top,görges,17
561,11,top,muguruza,16
562,11,top,angelique kerber french open,15
563,11,top,andreescu,12
564,11,top,angelique kerber weltrangliste,12
565,11,top,kvitova,11
566,11,top,ostapenko,11
567,11,top,svitolina,10
568,11,top,petkovic,10
569,11,top,pliskova,10
570,11,top,wta tennis,9
571,11,top,tennis live,9
572,11,top,azarenka,9
573,11,top,bencic,9
574,11,top,franco bianco angelique kerber,8
575,11,rising,andreescu,73300
576,11,rising,franco bianco angelique kerber,51250
577,11,rising,franco bianco kerber,50250
578,11,rising,sabalenka,43100
579,11,rising,leylah fernandez,29100
580,11,rising,wimbledon 2019,29000
581,11,rising,australian open 2019,19150
582,11,rising,danielle collins,18750
583,11,rising,us open 2021,18500
584,11,rising,iga swiatek,17150
585,11,rising,wimbledon 2022,16150
586,11,rising,cori gauff,15550
587,11,rising,us open 2020,15450
588,11,rising,jennifer brady,15300
589,11,rising,australian open 2020,12200
590,11,rising,amanda anisimova,11950
591,11,rising,karolína muchová,11650
592,11,rising,lauren davis,11150
593,11,rising,kaja juvan,11150
594,11,rising,stefanos tsitsipas,10950
595,11,rising,ajla tomljanović,10550
596,11,rising,bnp paribas open,10500
597,11,rising,angelique kerber wimbledon 2018,9950
598,11,rising,kateřina siniaková,9300
599,11,rising,bad homburg open,8550
600,12,top,rus tennis,100
601,12,top,tennis,100
602,12,top,tennis arantxa rus,100
603,12,top,arantxa rus tennis,99
604,12,top,wta,52
605,12,top,arantxa rus ranking,31
606,12,top,arantxa rus live,30
607,12,top,bertens,23
608,12,top,kiki bertens,22
609,12,top,kiki bertens arantxa rus,21
610,12,top,arantxa rus instagram,18
611,12,top,serena williams,16
612,12,top,australian open,15
613,12,top,wimbledon,13
614,12,top,arantxa rus wimbledon,13
615,12,top,wta ranking,12
616,12,top,arantxa rus tennis player,11
617,12,top,roland garros,11
618,12,top,trevisan,8
619,12,top,rus tennis player,8
620,12,top,arantxa rus vriendin,8
621,12,top,sakkari,7
622,12,top,us open,7
623,12,top,camila giorgi,6
624,12,top,zhang shuai,6
625,12,rising,trevisan,81000
626,12,rising,arantxa rus vriendin,79200
627,12,rising,sakkari,71550
628,12,rising,zhang shuai,66400
629,12,rising,rybakina,64500
630,12,rising,maria sakkari,64200
631,12,rising,martina trevisan,63650
632,12,rising,danka kovinic,62800
633,12,rising,greet minnen,61300
634,12,rising,kuzmova,58450
635,12,rising,kvitova,52950
636,12,rising,alison van uytvanck,52350
637,12,rising,nao hibino,49100
638,12,rising,rebecca peterson,48000
639,12,rising,ann li,47100
640,12,rising,arantxa rus classement,47100
641,12,rising,clara burel,46750
642,12,rising,jasmine paolini,46450
643,12,rising,lauren davis,45800
644,12,rising,shelby rogers,42000
645,12,rising,madison keys,41400
646,12,rising,anhelina kalinina,38450
647,12,rising,paula badosa,37200
648,12,rising,claire liu,36550
649,12,rising,viktorija golubic,36450
650,13,top,sabalenka tennis,100
651,13,top,tennis,99
652,13,top,aryna sabalenka tennis,98
653,13,top,us open,67
654,13,top,aryna sabalenka vs,50
655,13,top,wta,45
656,13,top,aryna sabalenka wta,45
657,13,top,wimbledon,37
658,13,top,jabeur,28
659,13,top,barty,28
660,13,top,ons jabeur,27
661,13,top,us open tennis,25
662,13,top,aryna sabalenka ranking,25
663,13,top,australian open,24
664,13,top,sabalenka aryna instagram,24
665,13,top,swiatek,23
666,13,top,sakkari,20
667,13,top,iga świątek,19
668,13,top,ashleigh barty,19
669,13,top,iga swiatek,19
670,13,top,karolína plíšková,18
671,13,top,atp,18
672,13,top,maria sakkari,17
673,13,top,pliskova,17
674,13,top,halep,17
675,13,rising,us open,592500
676,13,rising,wimbledon,327050
677,13,rising,jabeur,252150
678,13,rising,ons jabeur,238200
679,13,rising,us open tennis,217250
680,13,rising,swiatek,205550
681,13,rising,sakkari,181050
682,13,rising,iga świątek,172500
683,13,rising,iga swiatek,165350
684,13,rising,karolína plíšková,163150
685,13,rising,maria sakkari,150550
686,13,rising,leylah fernandez,135400
687,13,rising,caroline garcia,130400
688,13,rising,badosa,129300
689,13,rising,danielle collins,127950
690,13,rising,muguruza,124700
691,13,rising,naomi osaka,112750
692,13,rising,djokovic,103750
693,13,rising,wimbledon 2021,102400
694,13,rising,svitolina,100850
695,13,rising,pegula,96000
696,13,rising,us open 2022,92450
697,13,rising,us open 2021,92200
698,13,rising,kerber,85900
699,13,rising,jessica pegula,83800
700,14,top,barty tennis,100
701,14,top,tennis ashleigh barty,96
702,14,top,tennis,94
703,14,top,ashleigh barty wimbledon,52
704,14,top,wimbledon,52
705,14,top,australian open,48
706,14,top,ashleigh barty wta,33
707,14,top,wta,33
708,14,top,osaka,26
709,14,top,french open,24
710,14,top,ashleigh barty ranking,24
711,14,top,halep,24
712,14,top,osaka naomi,23
713,14,top,nadal,22
714,14,top,ash barty,21
715,14,top,serena williams,21
716,14,top,simona halep ashleigh barty,20
717,14,top,simona halep,20
718,14,top,djokovic,19
719,14,top,pliskova,19
720,14,top,roland garros,18
721,14,top,federer,17
722,14,top,us open,15
723,14,top,atp,15
724,14,top,danielle collins,14
725,14,rising,osaka naomi,218250
726,14,rising,danielle collins,136050
727,14,rising,wimbledon 2021,131750
728,14,rising,rafael nadal,116500
729,14,rising,sofia kenin,99500
730,14,rising,anisimova,97200
731,14,rising,karolína plíšková,96700
732,14,rising,australian open 2022,89650
733,14,rising,ashleigh barty australian open 2022,88450
734,14,rising,ashleigh barty boyfriend,87500
735,14,rising,swiatek,86400
736,14,rising,markéta vondroušová,83500
737,14,rising,amanda anisimova,79800
738,14,rising,garry kissick,79350
739,14,rising,andreescu,75500
740,14,rising,miami open,74800
741,14,rising,medvedev,74700
742,14,rising,thiem,72100
743,14,rising,iga swiatek,66650
744,14,rising,french open 2019,64300
745,14,rising,wimbledon 2019,63350
746,14,rising,ashleigh barty wimbledon 2019,62750
747,14,rising,bianca andreescu,62200
748,14,rising,tsitsipas,53800
749,14,rising,coco gauff,52150
750,15,top,krejcikova tennis,100
751,15,top,tennis,100
752,15,top,barbora krejcikova tennis,100
753,15,top,barbora krejcikova ranking,36
754,15,top,wta,31
755,15,top,barbora krejcikova wta,31
756,15,top,krejcikova wta,30
757,15,top,barbora krejcikova vs,28
758,15,top,barbora krejcikova tennis ranking,24
759,15,top,barbora krejčíková,23
760,15,top,french open,18
761,15,top,barbora krejcikova roland garros,16
762,15,top,roland garros,15
763,15,top,sakkari,14
764,15,top,pavlyuchenkova,14
765,15,top,swiatek,12
766,15,top,siniakova,12
767,15,top,anastasia pavlyuchenkova,11
768,15,top,iga swiatek,11
769,15,top,maria sakkari,11
770,15,top,muguruza,9
771,15,top,barbora krejcikova tenis,8
772,15,top,katerina siniakova,7
773,15,top,gauff,7
774,15,top,french open 2021,7
775,15,rising,barbora krejcikova tennis ranking,701950
776,15,rising,french open,541900
777,15,rising,barbora krejcikova roland garros,462000
778,15,rising,roland garros,451350
779,15,rising,sakkari,417550
780,15,rising,pavlyuchenkova,404950
781,15,rising,swiatek,364500
782,15,rising,anastasia pavlyuchenkova,327150
783,15,rising,iga swiatek,318100
784,15,rising,muguruza,274750
785,15,rising,gauff,198700
786,15,rising,french open 2021,191850
787,15,rising,barbora krejcikova wimbledon,189850
788,15,rising,badosa,182800
789,15,rising,wimbledon,182500
790,15,rising,wta ranking,182150
791,15,rising,sabalenka,180700
792,15,rising,djokovic,178400
793,15,rising,barbora krejcikova prediction,168000
794,15,rising,roland garros 2021,154900
795,15,rising,paula badosa,147100
796,15,rising,pliskova,138600
797,15,rising,atp,138400
798,15,rising,iga świątek barbora krejcikova,132850
799,15,rising,iga świątek,126400
800,16,top,barbora strycova tennis,100
801,16,top,strycova tennis,96
802,16,top,instagram barbora strycova,77
803,16,top,wimbledon,67
804,16,top,wta,67
805,16,top,barbora strycova wta,67
806,16,top,strycova wta,66
807,16,top,barbora strýcová,46
808,16,top,serena williams,45
809,16,top,serena williams barbora strycova,43
810,16,top,barbora strycova ranking,35
811,16,top,konta,34
812,16,top,pliskova,32
813,16,top,wimbledon 2019,32
814,16,top,halep,31
815,16,top,barbora strycova wimbledon 2019,30
816,16,top,simona halep,27
817,16,top,barbora skrlová,26
818,16,top,johanna konta,23
819,16,top,svitolina,23
820,16,top,barbora krejcikova,22
821,16,top,karolina pliskova,22
822,16,top,krejcikova,20
823,16,top,barbora strycova wta ranking,15
824,16,top,elina svitolina,15
825,16,rising,wimbledon 2019,259400
826,16,rising,barbora krejcikova,179400
827,16,rising,krejcikova,162750
828,16,rising,muchova,105150
829,16,rising,barbora krejcikova tennis,89150
830,16,rising,barbora krejčíková,74350
831,16,rising,karolina muchova,73600
832,16,rising,alison riske,64500
833,16,rising,roland garros,64200
834,16,rising,barbora strycova tehotenstvi,57200
835,16,rising,djokovic,57100
836,16,rising,sakkari,56700
837,16,rising,barbora strycova sofascore,56300
838,16,rising,barbora strycova insta,50900
839,16,rising,elena rybakina,50550
840,16,rising,andrea hlavackova instagram,47950
841,16,rising,petr matejcek,46700
842,16,rising,maria sakkari,41500
843,16,rising,bernarda pera,41150
844,16,rising,marketa vondrousova,34700
845,16,rising,monika marešová instagram,31200
846,16,rising,cori gauff,30350
847,16,rising,su wei hsieh,29350
848,16,rising,jitka nováčková instagram,28150
849,16,rising,jil teichmann,26800
850,17,top,tennis,100
851,17,top,tennis belinda bencic,100
852,17,top,bencic tennis,99
853,17,top,us open,64
854,17,top,belinda bencic vs,56
855,17,top,wta,48
856,17,top,belinda bencic wta,48
857,17,top,federer,36
858,17,top,osaka,32
859,17,top,andreescu,32
860,17,top,belinda bencic ranking,30
861,17,top,belinda bencic instagram,29
862,17,top,belinda bencic live,28
